,value,date,keyword_id,keyword
0,52,2007-01-01,2,pasaporte alemania + autoridad expedidora del pasaporte alemania + pass deutschland + passbehörde deutschland + passport germany + passport office germany + 6SRXGPNK5GQ2NUB1IWVN
1,0,2007-02-01,2,pasaporte alemania + autoridad expedidora del pasaporte alemania + pass deutschland + passbehörde deutschland + passport germany + passport office germany + 6SRXGPNK5GQ2NUB1IWVN
2,0,2007-03-01,2,pasaporte alemania + autoridad expedidora del pasaporte alemania + pass deutschland + passbehörde deutschland + passport germany + passport office germany + 6SRXGPNK5GQ2NUB1IWVN
3,0,2007-04-01,2,pasaporte alemania + autoridad expedidora del pasaporte alemania + pass deutschland + passbehörde deutschland + passport germany + passport office germany + 6SRXGPNK5GQ2NUB1IWVN
4,0,2007-05-01,2,pasaporte alemania + autoridad expedidora del pasaporte alemania + pass deutschland + passbehörde deutschland + passport germany + passport office germany + 6SRXGPNK5GQ2NUB1IWVN
5,0,2007-06-01,2,pasaporte alemania + autoridad expedidora del pasaporte alemania + pass deutschland + passbehörde deutschland + passport germany + passport office germany + 6SRXGPNK5GQ2NUB1IWVN
6,0,2007-07-01,2,pasaporte alemania + autoridad expedidora del pasaporte alemania + pass deutschland + passbehörde deutschland + passport germany + passport office germany + 6SRXGPNK5GQ2NUB1IWVN
7,100,2007-08-01,2,pasaporte alemania + autoridad expedidora del pasaporte alemania + pass deutschland + passbehörde deutschland + passport germany + passport office germany + 6SRXGPNK5GQ2NUB1IWVN
8,0,2007-09-01,2,pasaporte alemania + autoridad expedidora del pasaporte alemania + pass deutschland + passbehörde deutschland + passport germany + passport office germany + 6SRXGPNK5GQ2NUB1IWVN
9,38,2007-10-01,2,pasaporte alemania + autoridad expedidora del pasaporte alemania + pass deutschland + passbehörde deutschland + passport germany + passport office germany + 6SRXGPNK5GQ2NUB1IWVN
10,0,2007-11-01,2,pasaporte alemania + autoridad expedidora del pasaporte alemania + pass deutschland + passbehörde deutschland + passport germany + passport office germany + 6SRXGPNK5GQ2NUB1IWVN
11,0,2007-12-01,2,pasaporte alemania + autoridad expedidora del pasaporte alemania + pass deutschland + passbehörde deutschland + passport germany + passport office germany + 6SRXGPNK5GQ2NUB1IWVN
12,0,2008-01-01,2,pasaporte alemania + autoridad expedidora del pasaporte alemania + pass deutschland + passbehörde deutschland + passport germany + passport office germany + 6SRXGPNK5GQ2NUB1IWVN
13,36,2008-02-01,2,pasaporte alemania + autoridad expedidora del pasaporte alemania + pass deutschland + passbehörde deutschland + passport germany + passport office germany + 6SRXGPNK5GQ2NUB1IWVN
14,0,2008-03-01,2,pasaporte alemania + autoridad expedidora del pasaporte alemania + pass deutschland + passbehörde deutschland + passport germany + passport office germany + 6SRXGPNK5GQ2NUB1IWVN
15,32,2008-04-01,2,pasaporte alemania + autoridad expedidora del pasaporte alemania + pass deutschland + passbehörde deutschland + passport germany + passport office germany + 6SRXGPNK5GQ2NUB1IWVN
16,0,2008-05-01,2,pasaporte alemania + autoridad expedidora del pasaporte alemania + pass deutschland + passbehörde deutschland + passport germany + passport office germany + 6SRXGPNK5GQ2NUB1IWVN
17,0,2008-06-01,2,pasaporte alemania + autoridad expedidora del pasaporte alemania + pass deutschland + passbehörde deutschland + passport germany + passport office germany + 6SRXGPNK5GQ2NUB1IWVN
18,0,2008-07-01,2,pasaporte alemania + autoridad expedidora del pasaporte alemania + pass deutschland + passbehörde deutschland + passport germany + passport office germany + 6SRXGPNK5GQ2NUB1IWVN
