,value,date,KeywordID,Language,Keyword
0,0,2004-01-01,2,BG,Паспорт Германия + биометричен паспорт Германия + Паспортна служба Германия
1,0,2004-02-01,2,BG,Паспорт Германия + биометричен паспорт Германия + Паспортна служба Германия
2,0,2004-03-01,2,BG,Паспорт Германия + биометричен паспорт Германия + Паспортна служба Германия
3,0,2004-04-01,2,BG,Паспорт Германия + биометричен паспорт Германия + Паспортна служба Германия
4,0,2004-05-01,2,BG,Паспорт Германия + биометричен паспорт Германия + Паспортна служба Германия
5,0,2004-06-01,2,BG,Паспорт Германия + биометричен паспорт Германия + Паспортна служба Германия
6,0,2004-07-01,2,BG,Паспорт Германия + биометричен паспорт Германия + Паспортна служба Германия
7,0,2004-08-01,2,BG,Паспорт Германия + биометричен паспорт Германия + Паспортна служба Германия
8,0,2004-09-01,2,BG,Паспорт Германия + биометричен паспорт Германия + Паспортна служба Германия
9,0,2004-10-01,2,BG,Паспорт Германия + биометричен паспорт Германия + Паспортна служба Германия
10,0,2004-11-01,2,BG,Паспорт Германия + биометричен паспорт Германия + Паспортна служба Германия
11,0,2004-12-01,2,BG,Паспорт Германия + биометричен паспорт Германия + Паспортна служба Германия
12,0,2005-01-01,2,BG,Паспорт Германия + биометричен паспорт Германия + Паспортна служба Германия
13,0,2005-02-01,2,BG,Паспорт Германия + биометричен паспорт Германия + Паспортна служба Германия
14,0,2005-03-01,2,BG,Паспорт Германия + биометричен паспорт Германия + Паспортна служба Германия
15,0,2005-04-01,2,BG,Паспорт Германия + биометричен паспорт Германия + Паспортна служба Германия
16,0,2005-05-01,2,BG,Паспорт Германия + биометричен паспорт Германия + Паспортна служба Германия
17,0,2005-06-01,2,BG,Паспорт Германия + биометричен паспорт Германия + Паспортна служба Германия
18,0,2005-07-01,2,BG,Паспорт Германия + биометричен паспорт Германия + Паспортна служба Германия
19,0,2005-08-01,2,BG,Паспорт Германия + биометричен паспорт Германия + Паспортна служба Германия
20,0,2005-09-01,2,BG,Паспорт Германия + биометричен паспорт Германия + Паспортна служба Германия
21,0,2005-10-01,2,BG,Паспорт Германия + биометричен паспорт Германия + Паспортна служба Германия
22,0,2005-11-01,2,BG,Паспорт Германия + биометричен паспорт Германия + Паспортна служба Германия
23,0,2005-12-01,2,BG,Паспорт Германия + биометричен паспорт Германия + Паспортна служба Германия
24,0,2006-01-01,2,BG,Паспорт Германия + биометричен паспорт Германия + Паспортна служба Германия
25,0,2006-02-01,2,BG,Паспорт Германия + биометричен паспорт Германия + Паспортна служба Германия
26,0,2006-03-01,2,BG,Паспорт Германия + биометричен паспорт Германия + Паспортна служба Германия
27,0,2006-04-01,2,BG,Паспорт Германия + биометричен паспорт Германия + Паспортна служба Германия
28,0,2006-05-01,2,BG,Паспорт Германия + биометричен паспорт Германия + Паспортна служба Германия
29,0,2006-06-01,2,BG,Паспорт Германия + биометричен паспорт Германия + Паспортна служба Германия
30,0,2006-07-01,2,BG,Паспорт Германия + биометричен паспорт Германия + Паспортна служба Германия
31,0,2006-08-01,2,BG,Паспорт Германия + биометричен паспорт Германия + Паспортна служба Германия
32,0,2006-09-01,2,BG,Паспорт Германия + биометричен паспорт Германия + Паспортна служба Германия
33,0,2006-10-01,2,BG,Паспорт Германия + биометричен паспорт Германия + Паспортна служба Германия
34,0,2006-11-01,2,BG,Паспорт Германия + биометричен паспорт Германия + Паспортна служба Германия
35,0,2006-12-01,2,BG,Паспорт Германия + биометричен паспорт Германия + Паспортна служба Германия
36,0,2007-01-01,2,BG,Паспорт Германия + биометричен паспорт Германия + Паспортна служба Германия
37,0,2007-02-01,2,BG,Паспорт Германия + биометричен паспорт Германия + Паспортна служба Германия
38,0,2007-03-01,2,BG,Паспорт Германия + биометричен паспорт Германия + Паспортна служба Германия
39,0,2007-04-01,2,BG,Паспорт Германия + биометричен паспорт Германия + Паспортна служба Германия
40,0,2007-05-01,2,BG,Паспорт Германия + биометричен паспорт Германия + Паспортна служба Германия
41,0,2007-06-01,2,BG,Паспорт Германия + биометричен паспорт Германия + Паспортна служба Германия
42,0,2007-07-01,2,BG,Паспорт Германия + биометричен паспорт Германия + Паспортна служба Германия
43,0,2007-08-01,2,BG,Паспорт Германия + биометричен паспорт Германия + Паспортна служба Германия
44,0,2007-09-01,2,BG,Паспорт Германия + биометричен паспорт Германия + Паспортна служба Германия
45,0,2007-10-01,2,BG,Паспорт Германия + биометричен паспорт Германия + Паспортна служба Германия
46,0,2007-11-01,2,BG,Паспорт Германия + биометричен паспорт Германия + Паспортна служба Германия
47,0,2007-12-01,2,BG,Паспорт Германия + биометричен паспорт Германия + Паспортна служба Германия
48,0,2008-01-01,2,BG,Паспорт Германия + биометричен паспорт Германия + Паспортна служба Германия
49,0,2008-02-01,2,BG,Паспорт Германия + биометричен паспорт Германия + Паспортна служба Германия
50,0,2008-03-01,2,BG,Паспорт Германия + биометричен паспорт Германия + Паспортна служба Германия
51,0,2008-04-01,2,BG,Паспорт Германия + биометричен паспорт Германия + Паспортна служба Германия
52,0,2008-05-01,2,BG,Паспорт Германия + биометричен паспорт Германия + Паспортна служба Германия
53,0,2008-06-01,2,BG,Паспорт Германия + биометричен паспорт Германия + Паспортна служба Германия
54,0,2008-07-01,2,BG,Паспорт Германия + биометричен паспорт Германия + Паспортна служба Германия
55,0,2008-08-01,2,BG,Паспорт Германия + биометричен паспорт Германия + Паспортна служба Германия
56,0,2008-09-01,2,BG,Паспорт Германия + биометричен паспорт Германия + Паспортна служба Германия
57,0,2008-10-01,2,BG,Паспорт Германия + биометричен паспорт Германия + Паспортна служба Германия
58,0,2008-11-01,2,BG,Паспорт Германия + биометричен паспорт Германия + Паспортна служба Германия
59,0,2008-12-01,2,BG,Паспорт Германия + биометричен паспорт Германия + Паспортна служба Германия
60,0,2009-01-01,2,BG,Паспорт Германия + биометричен паспорт Германия + Паспортна служба Германия
61,0,2009-02-01,2,BG,Паспорт Германия + биометричен паспорт Германия + Паспортна служба Германия
62,0,2009-03-01,2,BG,Паспорт Германия + биометричен паспорт Германия + Паспортна служба Германия
63,0,2009-04-01,2,BG,Паспорт Германия + биометричен паспорт Германия + Паспортна служба Германия
64,0,2009-05-01,2,BG,Паспорт Германия + биометричен паспорт Германия + Паспортна служба Германия
65,0,2009-06-01,2,BG,Паспорт Германия + биометричен паспорт Германия + Паспортна служба Германия
66,0,2009-07-01,2,BG,Паспорт Германия + биометричен паспорт Германия + Паспортна служба Германия
67,0,2009-08-01,2,BG,Паспорт Германия + биометричен паспорт Германия + Паспортна служба Германия
68,0,2009-09-01,2,BG,Паспорт Германия + биометричен паспорт Германия + Паспортна служба Германия
69,0,2009-10-01,2,BG,Паспорт Германия + биометричен паспорт Германия + Паспортна служба Германия
70,0,2009-11-01,2,BG,Паспорт Германия + биометричен паспорт Германия + Паспортна служба Германия
71,0,2009-12-01,2,BG,Паспорт Германия + биометричен паспорт Германия + Паспортна служба Германия
72,0,2010-01-01,2,BG,Паспорт Германия + биометричен паспорт Германия + Паспортна служба Германия
73,0,2010-02-01,2,BG,Паспорт Германия + биометричен паспорт Германия + Паспортна служба Германия
74,0,2010-03-01,2,BG,Паспорт Германия + биометричен паспорт Германия + Паспортна служба Германия
75,0,2010-04-01,2,BG,Паспорт Германия + биометричен паспорт Германия + Паспортна служба Германия
76,0,2010-05-01,2,BG,Паспорт Германия + биометричен паспорт Германия + Паспортна служба Германия
77,0,2010-06-01,2,BG,Паспорт Германия + биометричен паспорт Германия + Паспортна служба Германия
