,value,date,KeywordID,Language,Keyword
0,0,2004-01-01,2,DE,Pass Deutschland + biometrischer Pass Deutschland + Passbehörde Deutschland
1,0,2004-02-01,2,DE,Pass Deutschland + biometrischer Pass Deutschland + Passbehörde Deutschland
2,0,2004-03-01,2,DE,Pass Deutschland + biometrischer Pass Deutschland + Passbehörde Deutschland
3,0,2004-04-01,2,DE,Pass Deutschland + biometrischer Pass Deutschland + Passbehörde Deutschland
4,0,2004-05-01,2,DE,Pass Deutschland + biometrischer Pass Deutschland + Passbehörde Deutschland
5,0,2004-06-01,2,DE,Pass Deutschland + biometrischer Pass Deutschland + Passbehörde Deutschland
6,0,2004-07-01,2,DE,Pass Deutschland + biometrischer Pass Deutschland + Passbehörde Deutschland
7,0,2004-08-01,2,DE,Pass Deutschland + biometrischer Pass Deutschland + Passbehörde Deutschland
8,0,2004-09-01,2,DE,Pass Deutschland + biometrischer Pass Deutschland + Passbehörde Deutschland
9,0,2004-10-01,2,DE,Pass Deutschland + biometrischer Pass Deutschland + Passbehörde Deutschland
10,0,2004-11-01,2,DE,Pass Deutschland + biometrischer Pass Deutschland + Passbehörde Deutschland
11,0,2004-12-01,2,DE,Pass Deutschland + biometrischer Pass Deutschland + Passbehörde Deutschland
12,0,2005-01-01,2,DE,Pass Deutschland + biometrischer Pass Deutschland + Passbehörde Deutschland
13,0,2005-02-01,2,DE,Pass Deutschland + biometrischer Pass Deutschland + Passbehörde Deutschland
14,0,2005-03-01,2,DE,Pass Deutschland + biometrischer Pass Deutschland + Passbehörde Deutschland
15,0,2005-04-01,2,DE,Pass Deutschland + biometrischer Pass Deutschland + Passbehörde Deutschland
16,0,2005-05-01,2,DE,Pass Deutschland + biometrischer Pass Deutschland + Passbehörde Deutschland
17,0,2005-06-01,2,DE,Pass Deutschland + biometrischer Pass Deutschland + Passbehörde Deutschland
18,0,2005-07-01,2,DE,Pass Deutschland + biometrischer Pass Deutschland + Passbehörde Deutschland
19,0,2005-08-01,2,DE,Pass Deutschland + biometrischer Pass Deutschland + Passbehörde Deutschland
20,0,2005-09-01,2,DE,Pass Deutschland + biometrischer Pass Deutschland + Passbehörde Deutschland
21,0,2005-10-01,2,DE,Pass Deutschland + biometrischer Pass Deutschland + Passbehörde Deutschland
22,0,2005-11-01,2,DE,Pass Deutschland + biometrischer Pass Deutschland + Passbehörde Deutschland
23,0,2005-12-01,2,DE,Pass Deutschland + biometrischer Pass Deutschland + Passbehörde Deutschland
