date,country,Anmeldungen in Deutschland,Vorhersage
2013-10-31,Griechenland,-0.015477695912476719,-0.07615341459370004
2014-01-31,Griechenland,0.010951933746288667,-0.03326197255785432
2014-04-30,Griechenland,-0.061280919011351465,-0.010525932381950829
2014-07-31,Griechenland,-0.10708216361222789,-0.030174181923001295
2014-10-31,Griechenland,-0.10218068410494752,-0.11663708490582594
2015-01-31,Griechenland,-0.07034000291350662,-0.10254648546760572
2015-04-30,Griechenland,-0.09184242709349011,-0.06459269460010025
2015-07-31,Griechenland,0.009012998940137962,-0.057355018658991765
2015-10-31,Griechenland,0.16850278539771146,0.017525888783667037
2016-01-31,Griechenland,0.07363892459308197,0.08618041266241651
2016-04-30,Griechenland,0.09184242709349011,0.09506074607755442
2016-07-31,Griechenland,-0.06378627158672057,0.0347636494685337
2016-10-31,Griechenland,-0.16861497477349552,-0.0549097259173004
2017-01-31,Griechenland,-0.08672309988681359,-0.08691590452061355
2017-04-30,Griechenland,-0.09230131811492726,-0.07695784948450252
2017-07-31,Griechenland,0.0656658355030304,-0.008130103393762429
2017-10-31,Griechenland,0.006486267428567061,-0.001986119327251615
2018-01-31,Griechenland,0.011770287310735483,0.03204367912460679
2018-04-30,Griechenland,0.020144566092467286,0.029146032954564444
2018-07-31,Griechenland,-0.0013008601964559219,-0.012250531110430762
2018-10-31,Griechenland,0.01811603725282218,-0.0038824757966234497
2019-01-31,Griechenland,-0.06448593245990075,-0.00838040108189874
2019-04-30,Griechenland,0.0013486178712938113,-0.022137024775098317
2019-07-31,Griechenland,-0.11953826333655826,-0.01518424839397879
2019-10-31,Griechenland,-0.15109023367415197,-0.06961005676217709
